text,modality_id,id
подстилать,1,2141
космический,1,2142
обновление,1,2143
карта,1,2144
местность,1,2145
первичный,1,2146
подготовка,1,2147
полуавтоматический,1,2148
непосредственный,1,2149
городской,1,2150
застройка,1,2151
дорожный,1,2152
топографический,1,2153
узкоспециализированный,1,2154
цвета,1,2155
интересовать,1,2156
детектор,1,2157
предназначить,1,2158
железнодорожный,1,2159
регион,1,2160
екатеринбург,1,2161
невыполненный,1,2162
компактность,1,2163
гуров,1,2164
сегодняшний,1,2165
день,1,2166
иной,1,2167
зафиксировать,1,2168
выясняться,1,2169
компетентность,1,2170
почти,1,2171
отбор,1,2172
относить,1,2173
суметь,1,2174
образовывать,1,2175
аспект,1,2176
непригодный,1,2177
неформальный,1,2178
адекватный,1,2179
монография,1,2180
компактный,1,2181
подавлять,1,2182
невысокий,1,2183
следствие,1,2184
гарантироваться,1,2185
разработчик,1,2186
способный,1,2187
надо,1,2188
бонгарда,1,2189
демонстрационный,1,2190
понять,1,2191
откуда,1,2192
предпринять,1,2193
носить,1,2194
частный,1,2195
посчитать,1,2196
тема,1,2197
вышеупомянутый,1,2198
генерироваться,1,2199
десяток,1,2200
тысяча,1,2201
отбираться,1,2202
окончательно,1,2203
исключать,1,2204
процент,1,2205
исследовалиться,1,2206
интегрировать,1,2207
совместимый,1,2208
фирма,1,2209
тождественно,1,2210
структурно,1,2211
установление,1,2212
причинный,1,2213
следственный,1,2214
информативность,1,2215
потенциальный,1,2216
машина,1,2217
донецк,1,2218
узнавание,1,2219
записка,1,2220
вернадский,1,2221
пакет,1,2222
отэкс,1,2223
высказать,1,2224
траектория,1,2225
неймарк,1,2226
теклин,1,2227
дифференциальный,1,2228
физика,1,2229
техника,1,2230
нестандартный,1,2231
интуиция,1,2232
извлечение,1,2233
активный,1,2234
динамически,1,2235
рекуррентный,1,2236
стремиться,1,2237
цикл,1,2238
хаотический,1,2239
учитель,1,2240
отрезок,1,2241
кривая,1,2242
постоянный,1,2243
период,1,2244
попадание,1,2245
аттрактор,1,2246
грубый,1,2247
произвольно,1,2248
авторегрессия,1,2249
предположительно,1,2250
дискриминация,1,2251
периодичность,1,2252
отыскание,1,2253
скольжение,1,2254
монотонно,1,2255
убывать,1,2256
фокус,1,2257
совершать,1,2258
колебательный,1,2259
многообразие,1,2260
седловой,1,2261
макспресс,1,2262
новгород,1,2263
нижегородский,1,2264
госуниверситет,1,2265
взаимосвязанный,1,2266
марковский,1,2267
двоенко,1,2268
взаимосвязь,1,2269
компенсироваться,1,2270
пол,1,2271
взаимосвязанность,1,2272
выразить,1,2273
петля,1,2274
соединять,1,2275
восстановимый,1,2276
маргинальный,1,2277
односторонний,1,2278
потомок,1,2279
восходящий,1,2280
корн,1,2281
нисходящий,1,2282
нельзя,1,2283
растр,1,2284
сопоставимый,1,2285
редуцировать,1,2286
сохранять,1,2287
однократный,1,2288
применимый,1,2289
окончательный,1,2290
комбинироваться,1,2291
повторение,1,2292
быстро,1,2293
стабилизироваться,1,2294
ступенчатый,1,2295
дважды,1,2296
автоматика,1,2297
телемеханика,1,2298
препринт,1,2299
иппи,1,2300
онсет,1,2301
музыкальный,1,2302
мир,1,2303
интенсивный,1,2304
композиция,1,2305
контекстный,1,2306
соблюдение,1,2307
музыка,1,2308
ритм,1,2309
ограничиться,1,2310
атака,1,2311
звук,1,2312
гармоника,1,2313
звучащий,1,2314
биение,1,2315
непростой,1,2316
звуковой,1,2317
полоса,1,2318
следить,1,2319
повторить,1,2320
ожидать,1,2321
нейросетевой,1,2322
банк,1,2323
ширина,1,2324
полутон,1,2325
равномерно,1,2326
темперировать,1,2327
сонограмм,1,2328
нота,1,2329
тон,1,2330
потом,1,2331
породить,1,2332
двухуровневый,1,2333
нейронный,1,2334
нейросеть,1,2335
собственно,1,2336
начать,1,2337
детектирование,1,2338
периодический,1,2339
пропадание,1,2340
надёжный,1,2341
темп,1,2342
нотный,1,2343
примитив,1,2344
составной,1,2345
васин,1,2346
лебедев,1,2347
даваться,1,2348
рекомендация,1,2349
грамотный,1,2350
габаритный,1,2351
сходный,1,2352
корреляционный,1,2353
состав,1,2354
численность,1,2355
напрямую,1,2356
предусматривать,1,2357
уникальный,1,2358
исключить,1,2359
проблемный,1,2360
слипание,1,2361
цифра,1,2362
коренной,1,2363
непроизводный,1,2364
встречаться,1,2365
буква,1,2366
шрифт,1,2367
масштабирование,1,2368
затратный,1,2369
привлекать,1,2370
определимый,1,2371
местоположение,1,2372
надпись,1,2373
идентифицировать,1,2374
поглощение,1,2375
прочий,1,2376
габарит,1,2377
отметка,1,2378
морской,1,2379
лоб,1,2380
герасимов,1,2381
логикий,1,2382
частично,1,2383
повторяться,1,2384
эксперт,1,2385
подтверждать,1,2386
дополнять,1,2387
противоречивый,1,2388
декартов,1,2389
разнотипный,1,2390
прямоугольный,1,2391
имя,1,2392
номинальный,1,2393
допускать,1,2394
достоверность,1,2395
приписываться,1,2396
вес,1,2397
четвёрка,1,2398
отдельность,1,2399
вышеописанный,1,2400
противоречие,1,2401
противный,1,2402
новосибирск,1,2403
издательство,1,2404
институт,1,2405
интеллект,1,2406
всероссийский,1,2407
смещение,1,2408
юрин,1,2409
детектировать,1,2410
ракурс,1,2411
хаф,1,2412
объесть,1,2413
экспоненциально,1,2414
радон,1,2415
вещественный,1,2416
вдвое,1,2417
грубо,1,2418
обнаружить,1,2419
проективный,1,2420
переводиться,1,2421
вблизи,1,2422
искаться,1,2423
облегчать,1,2424
видео,1,2425
пирамида,1,2426
детальность,1,2427
копия,1,2428
обновляться,1,2429
ложный,1,2430
срок,1,2431
роды,1,2432
данные,1,2433
датчик,1,2434
вибрация,1,2435
орлов,1,2436
странный,1,2437
показаться,1,2438
матка,1,2439
мнение,1,2440
схватка,1,2441
акушер,1,2442
воспринимать,1,2443
положить,1,2444
живот,1,2445
беременный,1,2446
детальный,1,2447
напряжение,1,2448
стенка,1,2449
сердце,1,2450
плод,1,2451
кнопка,1,2452
опытный,1,2453
узнать,1,2454
протекать,1,2455
патологический,1,2456
проявление,1,2457
действие,1,2458
громоздкий,1,2459
рассчитать,1,2460
ежегодно,1,2461
примерно,1,2462
доллар,1,2463
родовой,1,2464
нетривиальный,1,2465
приниматься,1,2466
вибродатчик,1,2467
тело,1,2468
восприятие,1,2469
низкочастотный,1,2470
орган,1,2471
пересекаться,1,2472
крайне,1,2473
резко,1,2474
различаться,1,2475
видимо,1,2476
ориентироваться,1,2477
пессимистический,1,2478
подчёркивать,1,2479
тоже,1,2480
стена,1,2481
учреждение,1,2482
начаться,1,2483
дом,1,2484
брать,1,2485
пациентка,1,2486
риск,1,2487
главное,1,2488
создаваемый,1,2489
остановиться,1,2490
передний,1,2491
минус,1,2492
плюс,1,2493
насколько,1,2494
усложнять,1,2495
дыхательный,1,2496
шевеление,1,2497
сам,1,2498
простираться,1,2499
шумовой,1,2500
далеко,1,2501
увидеть,1,2502
опыт,1,2503
оправдать,1,2504
шанс,1,2505
успех,1,2506
разумно,1,2507
заниматься,1,2508
партнерский,1,2509
вибрационный,1,2510
подчеркнуть,1,2511
дифференциация,1,2512
усложняться,1,2513
накопление,1,2514
абсолютно,1,2515
неясно,1,2516
перспективный,1,2517
недостаточность,1,2518
направить,1,2519
приспособить,1,2520
клинический,1,2521
прототип,1,2522
анна,1,2523
входящий,1,2524
поставка,1,2525
ионный,1,2526
тонкий,1,2527
воспроизводимость,1,2528
экземпляр,1,2529
собрать,1,2530
визуально,1,2531
демонстрировать,1,2532
принципиально,1,2533
феномен,1,2534
физиологический,1,2535
объяснение,1,2536
короткий,1,2537
мышечный,1,2538
схваточный,1,2539
обойтись,1,2540
упрощать,1,2541
энергия,1,2542
воспроизводить,1,2543
обнаруживать,1,2544
явно,1,2545
пригодный,1,2546
выясниться,1,2547
столь,1,2548
ясно,1,2549
оказывать,1,2550
мобильный,1,2551
перенос,1,2552
карманный,1,2553
располагать,1,2554
настольный,1,2555
продолжаться,1,2556
синдромный,1,2557
прозрачный,1,2558
образец,1,2559
ресурсный,1,2560
справиться,1,2561
поток,1,2562
предоставляться,1,2563
вибросигнал,1,2564
тестовый,1,2565
надеяться,1,2566
магнитный,1,2567
энцефалография,1,2568
панкратов,1,2569
устинина,1,2570
спонтанный,1,2571
активность,1,2572
головной,1,2573
мозг,1,2574
отталкиваться,1,2575
рентгеновский,1,2576
разделимый,1,2577
лоева,1,2578
миограмм,1,2579
паркинсонический,1,2580
тремор,1,2581
выставляться,1,2582
электрический,1,2583
уверенно,1,2584
распознать,1,2585
выставить,1,2586
очистка,1,2587
слуховой,1,2588
отклик,1,2589
стимул,1,2590
подавать,1,2591
подача,1,2592
успешно,1,2593
ивахненко,1,2594
каневский,1,2595
стрижовый,1,2596
показатель,1,2597
разметить,1,2598
спад,1,2599
отыскивать,1,2600
интерпретироваться,1,2601
интерпретировать,1,2602
падение,1,2603
вышеприведённый,1,2604
трехиндексный,1,2605
действующий,1,2606
полносвязной,1,2607
получаться,1,2608
отсечение,1,2609
представимый,1,2610
действовать,1,2611
акция,1,2612
магазин,1,2613
торговый,1,2614
продаваться,1,2615
синхронно,1,2616
академия,1,2617
портретный,1,2618
мирошниченко,1,2619
бурный,1,2620
сегодня,1,2621
профессиональный,1,2622
мировой,1,2623
оптика,1,2624
физический,1,2625
акцент,1,2626
востребовать,1,2627
кадр,1,2628
подразделяться,1,2629
глаз,1,2630
свёртка,1,2631
подвергаться,1,2632
скелетизация,1,2633
бинаризация,1,2634
снижение,1,2635
неинформативный,1,2636
масса,1,2637
асимметричный,1,2638
априорно,1,2639
сместить,1,2640
инерция,1,2641
гистограмма,1,2642
симметрия,1,2643
рассчитываться,1,2644
масштабироваться,1,2645
бикубический,1,2646
автоматически,1,2647
встраивать,1,2648
курск,1,2649
информ,1,2650
трафик,1,2651
машечкина,1,2652
петровский,1,2653
блокирование,1,2654
конфиденциальный,1,2655
назначение,1,2656
традиционно,1,2657
категория,1,2658
поддерживаться,1,2659
содержимое,1,2660
контент,1,2661
предотвращение,1,2662
обновлять,1,2663
извне,1,2664
безопасность,1,2665
оперативность,1,2666
поддерживать,1,2667
дообучаться,1,2668
динамика,1,2669
документ,1,2670
впоследствии,1,2671
многотемный,1,2672
дообучение,1,2673
выдавать,1,2674
релевантность,1,2675
предопределить,1,2676
отбрасываться,1,2677
наименее,1,2678
грамм,1,2679
ссылочный,1,2680
гиперссылка,1,2681
идентификатор,1,2682
сервер,1,2683
ядро,1,2684
координировать,1,2685
политик,1,2686
робот,1,2687
отложить,1,2688
пополнение,1,2689
госконтракт,1,2690
инновация,1,2691
эволюционный,1,2692
концептуальный,1,2693
библиотека,1,2694
развивать,1,2695
каталог,1,2696
онтология,1,2697
агрегирование,1,2698
двудольный,1,2699
концепт,1,2700
стандарт,1,2701
тематический,1,2702
выражать,1,2703
кластеризовать,1,2704
призвать,1,2705
отразить,1,2706
несовершенство,1,2707
далёкий,1,2708
влечь,1,2709
генетический,1,2710
популяция,1,2711
разрыв,1,2712
рекомбинация,1,2713
хромосома,1,2714
мутация,1,2715
аннотация,1,2716
российский,1,2717
механик,1,2718
тула,1,2719
комбинированный,1,2720
лапко,1,2721
непараметрический,1,2722
однотипный,1,2723
пропуск,1,2724
интеграция,1,2725
осуществимый,1,2726
положительность,1,2727
симметричность,1,2728
нормированность,1,2729
размытость,1,2730
преобразоваться,1,2731
зарекомендовать,1,2732
достигать,1,2733
перспектива,1,2734
заполнение,1,2735
соколов,1,2736
обучающийся,1,2737
когнитивный,1,2738
предоставлять,1,2739
наглядный,1,2740
готовность,1,2741
аномалия,1,2742
оперативно,1,2743
персептрон,1,2744
активационный,1,2745
сигмоид,1,2746
видроу,1,2747
активация,1,2748
скачок,1,2749
отобразить,1,2750
графичёска,1,2751
динамик,1,2752
синапс,1,2753
нейрон,1,2754
подстраиваться,1,2755
ноль,1,2756
синий,1,2757
красный,1,2758
весовой,1,2759
яркий,1,2760
зелёный,1,2761
чётный,1,2762
фитнес,1,2763
совершение,1,2764
незначительно,1,2765
удачный,1,2766
совершенный,1,2767
модифицироваться,1,2768
окрасить,1,2769
окраска,1,2770
настраиваться,1,2771
толщина,1,2772
толща,1,2773
исчезать,1,2774
цветок,1,2775
отдельно,1,2776
статичный,1,2777
отвечать,1,2778
длительный,1,2779
контролировать,1,2780
факультет,1,2781
пестун,1,2782
синявский,1,2783
розенблатт,1,2784
парзен,1,2785
переписать,1,2786
ортонормированный,1,2787
пересекать,1,2788
деление,1,2789
пополам,1,2790
приближенно,1,2791
двухклассовый,1,2792
изолировать,1,2793
пунктирный,1,2794
мелкий,1,2795
иерархия,1,2796
минимально,1,2797
интеграционный,1,2798
робастность,1,2799
минск,1,2800
неопределённый,1,2801
фаломкина,1,2802
неточность,1,2803
охарактеризовать,1,2804
неполнота,1,2805
доверие,1,2806
одноточечный,1,2807
канонический,1,2808
соотвественный,1,2809
неясность,1,2810
научно,1,2811
дисса,1,2812
канда,1,2813
местонахождение,1,2814
зрачок,1,2815
фазыл,1,2816
мирзаесть,1,2817
частью,1,2818
женщина,1,2819
мужчина,1,2820
молодая,1,2821
старое,1,2822
корреляция,1,2823
неизвестно,1,2824
заново,1,2825
приблизительно,1,2826
уточнить,1,2827
тёмный,1,2828
осуществление,1,2829
ширин,1,2830
предварительно,1,2831
видеонаблюдение,1,2832
фотопортрет,1,2833
техн,1,2834
киберн,1,2835
беларусь,1,2836
чрезвычайный,1,2837
имитационный,1,2838
многофакторный,1,2839
социальный,1,2840
сосредоточить,1,2841
компонентный,1,2842
системный,1,2843
неявно,1,2844
серьёзный,1,2845
ручной,1,2846
противоречить,1,2847
особый,1,2848
сфера,1,2849
генерация,1,2850
обуславливать,1,2851
актуальность,1,2852
унифицировать,1,2853
абстрактный,1,2854
социально,1,2855
развивающийся,1,2856
нацелить,1,2857
сопровождение,1,2858
жизненный,1,2859
многоагентный,1,2860
предоставление,1,2861
протокол,1,2862
математико,1,2863
парадигма,1,2864
индивидуальный,1,2865
сущность,1,2866
самостоятельный,1,2867
явиться,1,2868
объективный,1,2869
новизна,1,2870
цельный,1,2871
развиваться,1,2872
специализация,1,2873
декларативный,1,2874
трансформация,1,2875
сквозной,1,2876
вклад,1,2877
подсистема,1,2878
справочный,1,2879
портал,1,2880
планироваться,1,2881
редактор,1,2882
долговременный,1,2883
субд,1,2884
банка,1,2885
реляционный,1,2886
лингвистический,1,2887
экспорт,1,2888
инструментальный,1,2889
автономный,1,2890
повторный,1,2891
финансовый,1,2892
микроэкономический,1,2893
сценарий,1,2894
известие,1,2895
нгт,1,2896
вещественнозначный,1,2897
регрессионный,1,2898
порождаться,1,2899
полагать,1,2900
равносильно,1,2901
верный,1,2902
оформить,1,2903
псевдобулев,1,2904
платёжный,1,2905
булев,1,2906
многомасштабный,1,2907
эпилептический,1,2908
разряд,1,2909
анциперов,1,2910
морозов,1,2911
обухов,1,2912
излагаться,1,2913
иллюстрация,1,2914
медико,1,2915
биологический,1,2916
происхождение,1,2917
кросс,1,2918
боков,1,2919
пиковый,1,2920
квазипериодичность,1,2921
изначально,1,2922
гораздо,1,2923
многомасштабность,1,2924
разрабатывать,1,2925
сдвиг,1,2926
наглядность,1,2927
послужить,1,2928
вейвлётный,1,2929
низкий,1,2930
обратно,1,2931
подчёркивание,1,2932
квазипериодический,1,2933
раскраска,1,2934
электрод,1,2935
приближённо,1,2936
долго,1,2937
течение,1,2938
судить,1,2939
сдвинуть,1,2940
фигурировать,1,2941
удалить,1,2942
зрительный,1,2943
вариация,1,2944
тренд,1,2945
стационарность,1,2946
уход,1,2947
общепринятый,1,2948
регуляризованный,1,2949
пробить,1,2950
гиперпараметр,1,2951
обоснованность,1,2952
интеграл,1,2953
аналитически,1,2954
близко,1,2955
кульбака,1,2956
лейблер,1,2957
дивергенция,1,2958
гауссиана,1,2959
краткость,1,2960
инициализация,1,2961
подсчёт,1,2962
нормализовать,1,2963
константа,1,2964
приближать,1,2965
робастный,1,2966
дистанционный,1,2967
приём,1,2968
адаптировать,1,2969
адаптация,1,2970
разбитый,1,2971
педагогический,1,2972
психологический,1,2973
ташкент,1,2974
образовательный,1,2975
инфокоммуникационный,1,2976
хачаять,1,2977
мониторинг,1,2978
хранить,1,2979
асинхронный,1,2980
инфраструктура,1,2981
служба,1,2982
запуск,1,2983
подключать,1,2984
платформа,1,2985
загружать,1,2986
запускать,1,2987
унаследовать,1,2988
служебный,1,2989
функциональность,1,2990
упростить,1,2991
шаблон,1,2992
передать,1,2993
продолжение,1,2994
полезно,1,2995
недетерминированный,1,2996
передавать,1,2997
вызов,1,2998
синхронизация,1,2999
остановка,1,3000
отдел,1,3001
бюджетный,1,3002
собранный,1,3003
несвязанный,1,3004
электроэнцефалограмма,1,3005
спектрограмма,1,3006
невозможность,1,3007
отработать,1,3008
некорректность,1,3009
нейрофизиологический,1,3010
опасный,1,3011
занизить,1,3012
размытие,1,3013
устранять,1,3014
прореживание,1,3015
измерить,1,3016
изменчивость,1,3017
внутригрупповой,1,3018
полушарие,1,3019
разность,1,3020
вилкоксон,1,3021
перестановочный,1,3022
референтный,1,3023
сегмент,1,3024
квазистационарный,1,3025
репрезентативный,1,3026
стохастически,1,3027
биномиальный,1,3028
горизонтальный,1,3029
ося,1,3030
откладываться,1,3031
медиана,1,3032
президиум,1,3033
радиоэлектроника,1,3034
экология,1,3035
владимир,1,3036
книга,1,3037
куликов,1,3038
текстура,1,3039
экранный,1,3040
пиксел,1,3041
хаусдорф,1,3042
выводить,1,3043
неотрицательный,1,3044
целочисленный,1,3045
подматрица,1,3046
пустой,1,3047
безусловный,1,3048
выводиться,1,3049
вычислимый,1,3050
техносфера,1,3051
защита,1,3052
обслуживание,1,3053
базироваться,1,3054
команда,1,3055
кооперативный,1,3056
кооперация,1,3057
подсеть,1,3058
аутентификация,1,3059
отслеживание,1,3060
сигнатура,1,3061
обоснованный,1,3062
злоумышленник,1,3063
исполнитель,1,3064
расследование,1,3065
функционирование,1,3066
превышение,1,3067
клиент,1,3068
защищать,1,3069
задействоваться,1,3070
имитация,1,3071
срабатывание,1,3072
реакция,1,3073
несоответствие,1,3074
оитвс,1,3075
контракт,1,3076
фонд,1,3077
содействие,1,3078
расширяться,1,3079
спрямлять,1,3080
измерять,1,3081
суперпозиция,1,3082
перебираться,1,3083
иначе,1,3084
упрощение,1,3085
моном,1,3086
график,1,3087
локально,1,3088
возмутить,1,3089
субъективный,1,3090
ровно,1,3091
усмотрение,1,3092
внести,1,3093
возмущение,1,3094
доставлять,1,3095
трехэтапный,1,3096
попарно,1,3097
нарушить,1,3098
препятствие,1,3099
интерактивно,1,3100
раздел,1,3101
жёсткий,1,3102
налагать,1,3103
дух,1,3104
таян,1,3105
оптимальность,1,3106
тестировать,1,3107
минковский,1,3108
устанавливать,1,3109
приращение,1,3110
дискриминант,1,3111
фишер,1,3112
ухудшать,1,3113
ускорить,1,3114
подобие,1,3115
энтропия,1,3116
целесообразно,1,3117
претендент,1,3118
добыча,1,3119
лечение,1,3120
давно,1,3121
сокращение,1,3122
трактоваться,1,3123
управлять,1,3124
организм,1,3125
отыскиваться,1,3126
произвол,1,3127
спутник,1,3128
аккумулировать,1,3129
исход,1,3130
уйти,1,3131
привязываться,1,3132
оболочка,1,3133
слой,1,3134
оперировать,1,3135
слоить,1,3136
вынужденный,1,3137
неоднозначный,1,3138
выходить,1,3139
способствовать,1,3140
диктовать,1,3141
испытание,1,3142
пройти,1,3143
московский,1,3144
областной,1,3145
сердечно,1,3146
сосудистый,1,3147
хирургия,1,3148
повседневный,1,3149
переобученность,1,3150
распространяться,1,3151
сложностный,1,3152
завышенность,1,3153
мало,1,3154
переобучить,1,3155
неразличимый,1,3156
хвост,1,3157
гипергеометрический,1,3158
завысить,1,3159
эмпирически,1,3160
снизу,1,3161
никогда,1,3162
подсчитать,1,3163
нормировать,1,3164
слегка,1,3165
коррелировать,1,3166
остеопороз,1,3167
рентгенография,1,3168
ольшевец,1,3169
приставка,1,3170
рентгенограмма,1,3171
плёнка,1,3172
аппаратный,1,3173
объединять,1,3174
архив,1,3175
обследование,1,3176
личный,1,3177
печать,1,3178
бумага,1,3179
зашумленность,1,3180
контрастность,1,3181
артефакт,1,3182
рентгенологический,1,3183
включить,1,3184
диалоговый,1,3185
шумоподавление,1,3186
сжатие,1,3187
всплеск,1,3188
экономный,1,3189
неравномерность,1,3190
снижаться,1,3191
дефект,1,3192
аппроксимироваться,1,3193
корректировать,1,3194
денситометрия,1,3195
костя,1,3196
костный,1,3197
ткань,1,3198
кость,1,3199
риска,1,3200
перелом,1,3201
последствие,1,3202
подъём,1,3203
заболеваемость,1,3204
смертность,1,3205
пожилое,1,3206
возраст,1,3207
диагностировать,1,3208
минеральный,1,3209
аннотировать,1,3210
услуга,1,3211
массовый,1,3212
степанов,1,3213
упорядочивание,1,3214
лексема,1,3215
лексикон,1,3216
абстракция,1,3217
подпонятие,1,3218
суперпонятие,1,3219
обозначаться,1,3220
несравнимый,1,3221
генитивный,1,3222
существительное,1,3223
сорт,1,3224
наивный,1,3225
спецификация,1,3226
глагол,1,3227
извлечь,1,3228
обязательно,1,3229
носпа,1,3230
вершинный,1,3231
итоговый,1,3232
специфичность,1,3233
инструментарий,1,3234
параметризовать,1,3235
сопоставлять,1,3236
ценовый,1,3237
лемма,1,3238
эволюция,1,3239
нуклеотидный,1,3240
биоинформатика,1,3241
эволюционировать,1,3242
удаляться,1,3243
сопоставляться,1,3244
гамма,1,3245
биология,1,3246
спираль,1,3247
спаривание,1,3248
нуклеотид,1,3249
выравнивание,1,3250
концев,1,3251
индуцировать,1,3252
сопоставление,1,3253
концевой,1,3254
вставка,1,3255
длинный,1,3256
везде,1,3257
пробел,1,3258
расхождение,1,3259
говориться,1,3260
обоснование,1,3261
цепь,1,3262
молекулярный,1,3263
чуличковы,1,3264
проецирование,1,3265
рукописный,1,3266
начертание,1,3267
образцов,1,3268
замкнутый,1,3269
конус,1,3270
неубывающий,1,3271
проектор,1,3272
инвариантный,1,3273
монотонный,1,3274
дополнение,1,3275
луч,1,3276
тангенс,1,3277
невозрастать,1,3278
поисковый,1,3279
петроглиф,1,3280
карелия,1,3281
ценный,1,3282
доступность,1,3283
онлайновый,1,3284
графитный,1,3285
фотография,1,3286
белые,1,3287
сюжетный,1,3288
текстовый,1,3289
сопровождать,1,3290
дистанция,1,3291
море,1,3292
сохранность,1,3293
регистр,1,3294
подпрограмма,1,3295
приведение,1,3296
нанесение,1,3297
защитный,1,3298
соединить,1,3299
вручную,1,3300
сайт,1,3301
перемещение,1,3302
дробный,1,3303
лось,1,3304
олень,1,3305
корпус,1,3306
изгиб,1,3307
задний,1,3308
проанализировать,1,3309
пирсон,1,3310
осложняться,1,3311
резонанс,1,3312
тестирование,1,3313
эллипсоидальный,1,3314
оперативный,1,3315
методический,1,3316
обширный,1,3317
арсенал,1,3318
ограничиваться,1,3319
радикальный,1,3320
параметризация,1,3321
добиться,1,3322
измерительный,1,3323
шифр,1,3324
замыкание,1,3325
связывать,1,3326
типовой,1,3327
нелинейность,1,3328
перо,1,3329
квазилинейный,1,3330
повышаться,1,3331
регулярный,1,3332
флуктуация,1,3333
эллиптический,1,3334
калман,1,3335
бьюся,1,3336
свыше,1,3337
полюс,1,3338
логос,1,3339
англ,1,3340
многоэкстремальный,1,3341
пирамидальный,1,3342
планирование,1,3343
мышление,1,3344
животное,1,3345
воспроизведение,1,3346
чувство,1,3347
проба,1,3348
мыслительный,1,3349
сложиться,1,3350
сталкиваться,1,3351
пост,1,3352
организовать,1,3353
пытаться,1,3354
доказательство,1,3355
вскоре,1,3356
связываться,1,3357
приходиться,1,3358
нереализуемый,1,3359
переборный,1,3360
подстройка,1,3361
хопфилд,1,3362
ассоциативный,1,3363
кохонить,1,3364
слишком,1,3365
долгий,1,3366
показ,1,3367
контрастный,1,3368
обращать,1,3369
уменьшать,1,3370
открывать,1,3371
постепенный,1,3372
самар,1,3373
фазокодировать,1,3374
лепестковый,1,3375
циклический,1,3376
леухина,1,3377
шумоподобный,1,3378
автокорреляционный,1,3379
прошлое,1,3380
столетие,1,3381
коллектив,1,3382
страна,1,3383
рубеж,1,3384
боковой,1,3385
одноуровневый,1,3386
нечётный,1,3387
кратный,1,3388
разностный,1,3389
разместить,1,3390
позиционный,1,3391
определиться,1,3392
эйлер,1,3393
радио,1,3394
самарский,1,3395
электромагнитный,1,3396
янковский,1,3397
соотнести,1,3398
перекрёстный,1,3399
смешанный,1,3400
ортогонализация,1,3401
квалификация,1,3402
междисциплинарный,1,3403
прогностический,1,3404
организационно,1,3405
управленческий,1,3406
психология,1,3407
соотнесение,1,3408
имслог,1,3409
перекодирование,1,3410
декодирование,1,3411
наметить,1,3412
отражение,1,3413
пользовательский,1,3414
вышеизложенный,1,3415
социология,1,3416
генетика,1,3417
всероса,1,3418
томск,1,3419
сапр,1,3420
саит,1,3421
комкнига,1,3422
зайцев,1,3423
грубость,1,3424
огрубление,1,3425
необработанный,1,3426
объединяться,1,3427
возникновение,1,3428
исправить,1,3429
рассеяние,1,3430
внутриклассовый,1,3431
покрыть,1,3432
юнить,1,3433
усовершенствовать,1,3434
студент,1,3435
аспирант,1,3436
познание,1,3437
расшириться,1,3438
прежний,1,3439
ограничить,1,3440
материальный,1,3441
установиться,1,3442
притяжение,1,3443
занятой,1,3444
подразумеваться,1,3445
целенаправленный,1,3446
добавлять,1,3447
усиление,1,3448
пополняться,1,3449
ошибочный,1,3450
пополнять,1,3451
исчерпывающий,1,3452
мероприятие,1,3453
вставать,1,3454
подграф,1,3455
уточняться,1,3456
бизнес,1,3457
местный,1,3458
простота,1,3459
линейно,1,3460
натуральный,1,3461
следование,1,3462
повторяемость,1,3463
конкурентный,1,3464
итеративный,1,3465
допускаться,1,3466
лечебный,1,3467
инцидентность,1,3468
коммутативный,1,3469
покомпонентный,1,3470
сложение,1,3471
обосновывать,1,3472
справедливо,1,3473
пункт,1,3474
неформально,1,3475
конъюнкция,1,3476
сигнатурный,1,3477
кратко,1,3478
клиентский,1,3479
лексин,1,3480
регулярно,1,3481
сервис,1,3482
сообщество,1,3483
нетипичный,1,3484
напоминать,1,3485
коллаборативный,1,3486
допустить,1,3487
интересоваться,1,3488
выписываться,1,3489
чередоваться,1,3490
наравне,1,3491
устранить,1,3492
старт,1,3493
среднеквадратичный,1,3494
немного,1,3495
яндекс,1,3496
тематика,1,3497
агрегировать,1,3498
форексис,1,3499
искусство,1,3500
искажённый,1,3501
огромный,1,3502
искажать,1,3503
носитель,1,3504
винера,1,3505
замечательный,1,3506
изолированность,1,3507
кепструма,1,3508
сверху,1,3509
действительный,1,3510
управляемый,1,3511
жаркое,1,3512
руководство,1,3513
подробный,1,3514
амплитудный,1,3515
апробировать,1,3516
формулировать,1,3517
конкатенация,1,3518
заблуждение,1,3519
вербальный,1,3520
прозрачность,1,3521
гомоморфный,1,3522
переходить,1,3523
гибридный,1,3524
двухэлементный,1,3525
поглощать,1,3526
нормировка,1,3527
склеиваться,1,3528
перемножение,1,3529
редко,1,3530
открываться,1,3531
отпечаток,1,3532
палец,1,3533
хаар,1,3534
манить,1,3535
немирко,1,3536
индикатор,1,3537
усиливать,1,3538
ковариационный,1,3539
ковариация,1,3540
проецировать,1,3541
разброс,1,3542
пониженный,1,3543
аритмия,1,3544
некоррелированный,1,3545
вуз,1,3546
неформатированный,1,3547
публиковать,1,3548
росстат,1,3549
отчёт,1,3550
проблематика,1,3551
стадия,1,3552
табличный,1,3553
соглашение,1,3554
шапка,1,3555
боковик,1,3556
перерез,1,3557
заголовок,1,3558
вложенность,1,3559
компоновка,1,3560
разделитель,1,3561
редактироваться,1,3562
нормализация,1,3563
территория,1,3564
игнорировать,1,3565
подчинённый,1,3566
сжатый,1,3567
семенов,1,3568
